"name","alias","city","state","url","control","deg_predomnt","deg_highest","locale_type","is_hbcu","is_pbi","is_annhi","is_tribal","is_aanapii","is_hsi","is_nanti","is_only_men","is_only_women","religious_affil","adm_rate","sat_avg","sat_mid50","act_p25","act_p75","act_mid50","sat_p25","sat_p75","ug_enrollment","net_price","cost_avg_income_0_30k","cost_avg_income_30_48k","cost_avg_income_48_75k","cost_avg_income_75_110k","cost_avg_income_110k_plus","earnings_med_10y","rate_completion","rm_board_dif","ratio","student_fac_ratio","no_aid","ROOMBOARD_ON","ROOMBOARD_OFF","MD_EARN_WNE_INC2_P6","TUITIONFEE_IN","TUITIONFEE_OUT"
"Texas Woman's University","TWU","Denton","TX","www.twu.edu/",1,3,4,12,0,0,0,0,0,1,0,0,0,NA,0.9499,NA,1060,NA,NA,21,NA,NA,8804,31650223,NA,NA,NA,NA,NA,56544,0.2749,1881,0.822669782278105,17,1,11358,9477,51300,8648,18720
"Trinity University","Trinity","San Antonio","TX","https://new.trinity.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,66,0.2816,1407,1370,30,33,31,1320,1470,2518,31650223,14184,12334,15774,24156,35186,71668,0.7336,0,0.924693081355811,9,1,14472,14472,55799,51352,51352
"The University of Texas Health Science Center at Houston","UTHealth Houston","Houston","TX","www.uth.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,31650223,NA,NA,NA,NA,NA,88757,NA,NA,1.05762155295358,5,1,NA,NA,91204,NA,NA
"Texas Tech University Health Sciences Center",NA,"Lubbock","TX","https://www.ttuhsc.edu/",1,3,4,11,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,31650223,NA,NA,NA,NA,NA,92348,NA,NA,1.03811263392748,7,1,NA,NA,85965,NA,NA
"Wayland Baptist University",NA,"Plainview","TX","www.wbu.edu/",2,3,4,33,0,0,0,0,0,1,0,0,0,75,0.5405,NA,NA,NA,NA,NA,NA,NA,2090,31650223,18610,18314,20654,22676,23518,51838,0.0923,-4144,0.725140178325214,10,1,9356,13500,49299,23186,23186
"West Texas A & M University","WTAMU","Canyon","TX","https://www.wtamu.edu/",1,3,4,31,0,0,0,0,0,1,0,0,0,NA,0.9735,1072,1080,18,24,21,960,1160,6771,31650223,NA,NA,NA,NA,NA,50741,0.1393,867,0.82193894121468,18,1,9449,8582,45023,9101,10996
"Wiley University",NA,"Marshall","TX","wileyc.edu/",2,3,3,32,1,0,0,0,0,0,0,0,0,71,NA,NA,NA,NA,NA,NA,NA,NA,636,31650223,8970,9926,12198,13826,17272,33159,0.1371,0,NA,18,1,5000,5000,NA,12500,12500
"Brigham Young University","BYU","Provo","UT","https://byu.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,94,0.6919,1376,1330,28,32,29,1290,1450,32221,31650223,9531,10224,12374,16389,20042,75790,0.2807,0,1.19795137368391,21,1,9720,9720,51243,6496,6496
"Brigham Young University-Hawaii","BYUH  BYUHC  BYU Hawaii  BYU Hawaii Campus  Brigham Young University Hawaii  Brigham Young University Hawaii Campus  BYU-H  BYU-HC  BYU-Hawaii  BYU-Hawaii Campus  Brigham Young University Hawaii Campus  BYU - H  BYU - HC  BYU - Hawaii  BYU - Hawaii Campus  Brigham Young University - Hawaii  Brigham Young University - Hawaii Campus  BYUHawaii  BYUHawaii Campus","Laie","HI","www.byuh.edu/",2,3,3,31,0,0,0,0,0,0,0,0,0,94,0.3787,1104,1170,21,25,24,980,1190,2812,31650223,13884,NA,NA,NA,NA,52064,0.2741,3476,1.06581907337664,16,1,9916,6440,37012,6438,6438
"Utah State University",NA,"Logan","UT","https://www.usu.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.9362,1189,1190,20,28,25,1060,1300,20342,31650223,NA,NA,NA,NA,NA,54022,0.304,-246,0.956617934146024,19,1,8644,8890,44878,9228,24802
"Utah Valley University","UVU","Orem","UT","www.uvu.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,27481,31650223,NA,NA,NA,NA,NA,55486,0.1716,NA,0.95714896345373,28,1,NA,9234,49336,6270,17830
"University of Utah","The U","Salt Lake City","UT","www.utah.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.8717,1231,1280,22,29,26,1180,1400,26041,31650223,NA,NA,NA,NA,NA,67170,0.3428,-5802,1.01219512195122,18,1,12398,18200,58045,9315,29837
"Westminster University","Westminster|Westminster College Salt Lake|Westminster College Salt Lake City|Westminster College Salt Lake City Utah|Westminster College of Salt Lake|Westminster College of Salt Lake City|Westminster College of Salt Lake City Utah|Westminster Griffins|Griffins|Salt Lake Griffins|Utah Griffins","Salt Lake City","UT","www.westminstercollege.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.6883,1249,1250,23,29,27,1150,1380,882,31650223,17947,19820,21345,26189,30467,66215,0.585,-3337,0.999308087891538,8,1,11770,15107,52078,41416,41416
"Bennington College","Bennington","Bennington","VT","https://www.bennington.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.4804,1358,NA,30,32,NA,1290,1410,759,31650223,18950,18334,26325,30794,43365,38289,0.5114,0,NA,9,1,18640,18640,NA,64644,64644
"Champlain College",NA,"Burlington","VT","www.champlain.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.6672,1262,NA,27,31,NA,1160,1340,2870,31650223,26378,26755,33025,35867,40631,58386,0.5325,3180,1.03984106299801,13,1,16900,13720,52091,45550,45550
"Middlebury College",NA,"Middlebury","VT","https://www.middlebury.edu/college/",2,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.1037,1500,1460,33,34,33,1430,1550,2785,31650223,10270,8548,14741,22228,48804,76310,0.7098,10900,0.846356762725641,9,1,18600,7700,52366,65280,65280
"Norwich University",NA,"Northfield","VT","www.norwich.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,NA,0.7361,1190,NA,20,27,NA,1060,1320,2490,31650223,19842,20895,22423,25197,31555,65575,0.5382,-1800,1.05785561663349,12,1,14000,15800,62667,49600,49600
"Saint Michael's College",NA,"Colchester","VT","www.smcvt.edu/",2,3,4,22,0,0,0,0,0,0,0,0,0,30,0.9185,1241,NA,22,30,NA,1150,1310,1157,31650223,18855,19637,24230,27761,34664,61317,0.6275,0,NA,10,1,16495,16495,NA,50040,50040
"Sterling College",NA,"Craftsbury Common","VT","www.sterlingcollege.edu/",2,3,3,43,0,0,0,0,0,0,0,0,0,NA,0.9231,NA,NA,NA,NA,NA,NA,NA,66,31650223,NA,13954,32290,40040,33820,30573,0.2857,0,NA,9,1,10950,10950,NA,40760,40760
"Vermont State University","VT Tech  VTC","Randolph","VT","vermontstate.edu/",1,3,4,43,0,0,0,0,0,0,0,0,0,NA,0.8323,NA,NA,NA,NA,NA,NA,NA,3567,31650223,NA,NA,NA,NA,NA,50331,0.3214,-428,0.915402298850575,9,1,12898,13326,41495,11400,21408
"University of Vermont","UVM","Burlington","VT","www.uvm.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.6002,1357,1330,29,32,31,1250,1420,11614,31650223,NA,NA,NA,NA,NA,62472,0.6994,-1660,0.908735537352427,17,1,13354,15014,47003,18890,43890
"Averett University","AU","Danville","VA","https://www.averett.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,54,0.478,1054,1040,16,23,20,960,1200,1162,31650223,21743,22129,19655,24859,27470,51516,0.3107,2424,0.731211080094481,13,1,13016,10592,46363,38550,38550
"Bluefield University",NA,"Bluefield","VA","www.bluefield.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,54,0.6272,NA,NA,NA,NA,NA,NA,NA,683,31650223,22017,22146,20952,21214,23958,48896,0.1905,1456,0.709369024856597,15,1,9814,8358,46260,29696,29696
"Bridgewater College","BC|Bridgewater","Bridgewater","VA","https://www.bridgewater.edu/",2,3,4,23,0,0,0,0,0,0,0,0,0,58,0.9081,1225,1160,28,29,25,1070,1380,1388,31650223,14410,19132,21102,21317,21465,53453,0.4288,2395,0.77171524524234,12,1,14370,11975,43860,41350,41350
"William & Mary","William & Mary","Williamsburg","VA","https://www.wm.edu/",1,3,4,23,0,0,0,0,0,0,0,0,0,NA,0.3272,1458,1440,32,34,33,1370,1510,6949,31650223,NA,NA,NA,NA,NA,73490,0.857,0,0.843930190250069,13,1,14555,14555,64324,25040,49412
"Regent University",NA,"Virginia Beach","VA","https://www.regent.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.4118,1169,1100,21,26,26,1050,1250,4282,31650223,18843,18644,16647,20261,18990,44498,0.4291,-3926,0.845756643870198,20,1,7658,11584,49116,20686,20686
"Christopher Newport University","CNU","Newport News","VA","https://cnu.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.8796,1207,1220,23,29,27,1100,1300,4402,31650223,NA,NA,NA,NA,NA,60509,0.6602,-1490,0.891630881167139,13,1,12360,13850,51393,16351,30988
"Emory & Henry University",NA,"Emory","VA","www.ehc.edu/",2,3,4,41,0,0,0,0,0,0,0,0,0,71,0.963,1171,NA,21,30,NA,1030,1240,1107,31650223,17348,20308,19781,21071,23722,47385,0.4466,5860,0.860987115755301,12,1,14360,8500,42975,35280,35280
"Eastern Mennonite University","Eastern mennonite univ  EMU university  EMU college  EMU  Eastern mennonite  Eastern mennonite college  EMC   Eastern mennonite seminary  Eastern menonite","Harrisonburg","VA","https://emu.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,69,0.9975,NA,1320,NA,NA,30,NA,NA,800,31650223,16418,14081,21592,26047,31526,54869,0.3386,2620,0.831997937408274,10,1,12620,10000,51224,41860,41860
"George Mason University","Mason","Fairfax","VA","https://www2.gmu.edu/",1,3,4,21,0,0,0,0,1,0,0,0,0,NA,0.8883,1247,1240,25,30,28,1140,1340,27083,31650223,NA,NA,NA,NA,NA,76343,0.4766,0,1.08493231928551,16,1,15151,15151,63845,13815,39397
"Hampden-Sydney College","HSC, Hampden-Sydney, H-SC","Hampden-Sydney","VA","www.hsc.edu/",2,3,3,42,0,0,0,0,0,0,0,1,0,NA,0.5013,1168,1170,22,31,24,1060,1230,876,31650223,12552,12732,23831,22295,33760,67640,0.5949,3630,0.998184427575951,9,1,15110,11480,49473,52388,52388
"Hampton University",NA,"Hampton","VA","www.hamptonu.edu/",2,3,4,21,1,0,0,0,0,0,0,0,0,NA,0.4827,1062,NA,12,24,NA,860,1230,3254,31650223,29338,30636,32980,NA,44119,59159,0.3626,0,0.871842636329364,15,1,12986,12986,42908,29162,29162
"Hollins University","Hollins College","Roanoke","VA","www.hollins.edu/",2,3,4,22,0,0,0,0,0,0,0,0,1,NA,0.7086,1256,NA,23,29,NA,1100,1330,673,31650223,16579,18974,24291,23733,26329,40075,0.6129,775,0.797299708558853,8,1,15400,14625,31750,42260,42260
"James Madison University","JMU","Harrisonburg","VA","www.jmu.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.7625,1247,1220,25,29,27,1170,1320,20497,31650223,NA,NA,NA,NA,NA,69954,0.6687,0,0.910157694764803,17,1,12584,12584,54116,13576,30790
"Liberty University",NA,"Lynchburg","VA","https://www.liberty.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,102,0.9932,NA,NA,NA,NA,NA,NA,NA,50059,31650223,30504,28423,26312,28290,31028,44813,0.5224,2508,0.669911596463859,18,1,12919,10411,46733,21222,21222
"Longwood University",NA,"Farmville","VA","www.longwood.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.848,1117,1100,22,25,20,1020,1190,2957,31650223,NA,NA,NA,NA,NA,52347,0.4669,0,0.829194960320707,14,1,15887,15887,45358,15200,27410
"University of Lynchburg","Lynchburg","Lynchburg","VA","www.lynchburg.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,61,0.8219,1100,NA,NA,NA,NA,980,1230,1599,31650223,18308,18616,19432,19594,21490,56380,0.5387,700,0.826972787038733,11,1,13250,12550,44922,35540,35540
"Mary Baldwin University","MBU","Staunton","VA","https://www.marybaldwin.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,66,NA,NA,NA,NA,NA,NA,NA,NA,1188,31650223,15996,14762,16899,21736,23106,44427,0.4057,-620,0.83757734685897,14,1,10630,11250,39630,33157,33157
"University of Mary Washington","Mary Washington College","Fredericksburg","VA","https://www.umw.edu/",1,3,4,22,0,0,0,0,0,0,0,0,0,NA,0.8626,1241,1230,23,31,29,1140,1330,3504,31650223,NA,NA,NA,NA,NA,60613,0.5794,1000,0.87588597544444,13,1,14040,13040,48252,14559,31479
"Marymount University",NA,"Arlington","VA","https://www.marymount.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,30,0.8052,NA,NA,NA,NA,NA,NA,NA,1795,31650223,21888,23980,24661,29865,28619,67516,0.4762,1413,1.00867850098619,13,1,16188,14775,54559,39050,39050
"Sentara College of Health Sciences","Sentara College","Chesapeake","VA","www.sentara.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,31650223,NA,NA,NA,NA,NA,77821,NA,NA,0.88432115702095,7,1,NA,NA,78027,NA,NA
"Norfolk State University","Norfolk State; NSU","Norfolk","VA","www.nsu.edu/",1,3,4,12,1,0,0,0,0,0,0,0,0,NA,0.8746,980,980,16,21,18,840,1100,5495,31650223,NA,NA,NA,NA,NA,44666,0.0759,0,0.880643286184848,18,1,11692,11692,36961,9910,21412
"Old Dominion University","ODU, Old Dominion","Norfolk","VA","www.odu.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.9052,1190,1120,22,27,24,1110,1290,17521,31650223,NA,NA,NA,NA,NA,54914,0.2575,0,0.912622149837134,15,1,14592,14592,46640,12262,32662
"Radford University","RU","Radford","VA","https://www.radford.edu/",1,3,4,31,0,0,0,0,0,0,0,0,0,NA,0.9064,1061,1060,19,26,21,950,1170,5609,31650223,NA,NA,NA,NA,NA,53739,0.3436,0,0.910998784311216,12,1,11973,11973,43691,12286,25185
"Randolph-Macon College","Randolph-Macon","Ashland","VA","https://www.rmc.edu/",2,3,3,21,0,0,0,0,0,0,0,0,0,71,0.834,1148,NA,22,29,NA,1040,1210,1489,31650223,20959,24278,28921,28916,29417,58448,0.6765,2316,0.8606170041108,10,1,14630,12314,44671,48002,48002
"Randolph College","Randolph|Randolph-Macon Woman's College|Randolph Macon Women's College|Randolph-Macon Womens College|Randolph Macon Womens College|R-MWC|RMWC|Randolf-Macon Women's College|Randolf Macon Women's College|Randolf|Randolph Lynchburg|RC|Lynchburg Randolph","Lynchburg","VA","www.randolphcollege.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.9494,1109,1030,20,24,25,960,1210,520,31650223,16931,16767,17824,22362,18740,53409,0.3911,NA,0.719708997843551,7,1,11890,NA,36618,29010,29010
"Bon Secours Memorial College of Nursing",NA,"Richmond","VA","https://www.bsmcon.edu/",2,3,3,21,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,527,31650223,NA,NA,NA,NA,NA,77014,NA,NA,0.870760438082677,10,1,NA,NA,75905,NA,NA
"University of Richmond","UR/U of Richmond/Richmond","University of Richmond","VA","https://www.richmond.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.2331,1474,NA,32,34,NA,1410,1530,3002,31650223,11026,18646,15818,27086,47669,76178,0.8246,0,0.693514372005832,7,1,16210,16210,68273,62600,62600
"Roanoke College",NA,"Salem","VA","https://www.roanoke.edu/",2,3,3,22,0,0,0,0,0,0,0,0,0,39,0.8007,1193,1150,22,30,25,1090,1270,1801,31650223,20269,19396,24279,26939,32137,58047,0.5709,-198,0.89699251230712,11,1,15366,15564,43753,36774,36774
"Shenandoah University","SU","Winchester","VA","www.su.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,71,0.7784,NA,NA,NA,NA,NA,NA,NA,2127,31650223,21803,24419,25951,30797,34304,58433,0.6096,0,1.14182522169949,11,1,11800,11800,42944,36028,36028
"Southeastern Free Will Baptist Bible College","Southeastern Free Will Baptist College","Wendell","NC","www.sfwbc.edu/",2,3,3,41,0,0,0,0,0,0,0,0,0,41,NA,NA,NA,NA,NA,NA,NA,NA,74,31650223,12681,15155,19643,NA,NA,NA,0.4,-7447,NA,8,1,5153,12600,NA,11250,11250
"Southern Virginia University","SVU","Buena Vista","VA","https://svu.edu/",2,3,3,32,0,0,0,0,0,0,0,0,0,NA,0.9964,1099,1120,18,25,22,940,1260,967,31650223,20722,21345,23925,25350,26686,50002,0.2082,2376,0.868775109782304,17,1,9376,7000,32495,20040,20040
"Sweet Briar College",NA,"Sweet Briar","VA","www.sbc.edu/",2,3,4,41,0,0,0,0,0,0,0,0,1,NA,0.7174,1227,1140,21,27,25,1100,1310,463,31650223,16674,18456,20468,26738,31184,51943,0.4684,6720,0.609752596066421,9,1,14720,8000,35918,25110,25110
"University of Virginia's College at Wise","UVA Wise","Wise","VA","https://www.uvawise.edu/",1,3,3,32,0,0,0,0,0,0,0,0,0,NA,0.9392,1104,1100,20,25,22,930,1180,1214,31650223,NA,NA,NA,NA,NA,45325,0.3333,2310,0.970557812145218,13,1,12535,10225,40698,11656,32540
"Virginia Polytechnic Institute and State University","Virginia Tech","Blacksburg","VA","www.vt.edu/",1,3,4,13,0,0,0,0,1,0,0,0,0,NA,0.5703,1337,1310,27,32,29,1240,1420,30435,31650223,NA,NA,NA,NA,NA,81698,0.6911,2310,0.930020475436737,17,1,14888,12578,65444,15478,36694
"Virginia Commonwealth University","VCU","Richmond","VA","https://www.vcu.edu/",1,3,4,12,0,0,0,0,1,0,0,0,0,NA,0.9306,1168,1180,22,30,25,1030,1270,20797,31650223,NA,NA,NA,NA,NA,58128,0.4679,2065,0.972201947740496,17,1,16119,14054,46859,16458,39042
"University of Virginia-Main Campus","University of Virginia  UVa  UVA","Charlottesville","VA","https://www.virginia.edu/",1,3,4,22,0,0,0,0,0,0,0,0,0,NA,0.1686,1488,1440,32,34,34,1410,1530,17315,31650223,NA,NA,NA,NA,NA,86863,0.9181,0,0.848875394198441,15,1,13940,13940,68151,20986,58014
"Virginia Military Institute","VMI","Lexington","VA","www.vmi.edu/",1,3,3,32,0,0,0,0,0,0,0,0,0,NA,0.8173,1183,1190,22,28,25,1040,1260,1560,31650223,NA,NA,NA,NA,NA,77369,0.7163,NA,1.00194857658857,10,1,10990,NA,64114,20484,51186
"Virginia University of Lynchburg",NA,"Lynchburg","VA","www.vul.edu/",2,3,4,13,1,0,0,0,0,0,0,0,0,54,NA,NA,NA,NA,NA,NA,NA,NA,170,31650223,17007,17084,20797,21581,20348,28396,0.058,0,0.734658745696348,12,1,9400,9400,27667,9248,9248
"Virginia State University","VSU","Petersburg","VA","www.vsu.edu/",1,3,4,21,1,0,0,0,0,0,0,0,0,NA,0.891,917,940,14,20,18,800,1050,4787,31650223,NA,NA,NA,NA,NA,45543,0.2715,-2102,0.805230897096255,13,1,12966,15068,35571,9755,22006
"Virginia Union University","VUU","Richmond","VA","www.vuu.edu/",2,3,4,12,1,0,0,0,0,0,0,0,0,54,0.9773,860,820,NA,NA,16,750,1010,1153,31650223,17272,20536,22097,24665,21677,38275,0.2755,4552,1.00455679722252,22,1,9552,5000,29832,14880,14880
"Virginia Wesleyan University","VWU | Marlins | VA Wesleyan | Wesleyan","Virginia Beach","VA","https://www.vwu.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,71,0.7129,1281,1270,28,29,29,1140,1350,1243,31650223,18365,15471,18364,23470,25187,50074,0.4289,0,0.964235677713529,13,1,11513,11513,39053,36960,36960
"Washington and Lee University","Washington and Lee, W&L, WLU","Lexington","VA","www.wlu.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.1736,1504,1460,32,35,34,1410,1530,1884,31650223,76,887,6983,9222,42745,94810,0.9151,NA,0.851205487743367,8,1,17685,NA,81059,64525,64525
"Central Washington University","CWU","Ellensburg","WA","www.cwu.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.9022,NA,NA,NA,NA,NA,NA,NA,8081,31650223,NA,NA,NA,NA,NA,61580,0.3236,6573,0.894724642160366,17,1,16314,9741,51258,9192,26771
"City University of Seattle","CityU","Seattle","WA","www.cityu.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,31650223,NA,35049,NA,NA,NA,69460,0,-6255,0.663632517905854,9,1,11613,17868,66990,14589,14589
"Cornish College of the Arts",NA,"Seattle","WA","www.cornish.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,NA,0.7046,NA,NA,NA,NA,NA,NA,NA,480,31650223,28155,30948,36693,40853,44405,33696,0.5141,0,1.23351137487636,6,1,15760,15760,24866,39913,39913
"Eastern Washington University","EWU","Cheney","WA","www.ewu.edu/",1,3,4,31,0,0,0,0,0,0,0,0,0,NA,0.9177,NA,NA,NA,NA,NA,NA,NA,6517,31650223,NA,NA,NA,NA,NA,57897,0.2953,0,0.842672621224663,20,1,14880,14880,46613,8353,25892
"The Evergreen State College","Evergreen |TESC|","Olympia","WA","https://www.evergreen.edu/",1,3,4,22,0,0,0,0,0,0,0,0,0,NA,0.9723,1161,1100,22,26,23,890,1260,2042,31650223,NA,NA,NA,NA,NA,45320,0.3446,0,0.993002283773497,20,1,16451,16451,37175,8999,30980
"Gonzaga University",NA,"Spokane","WA","https://www.gonzaga.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,30,0.7596,1316,1290,26,31,29,1220,1410,5098,31650223,23364,22330,25096,35623,43615,78892,0.7757,-3263,0.903597501979066,12,1,15080,18343,64915,53500,53500
"Heritage University",NA,"Toppenish","WA","www.heritage.edu/",2,3,4,41,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,31650223,10713,12202,12511,13275,18198,49416,0.2336,NA,1.03350686019323,7,1,NA,17868,47547,19920,19920
"Bastyr University",NA,"Kenmore","WA","www.bastyr.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,31650223,NA,NA,NA,NA,NA,49364,NA,NA,0.997043335635359,9,1,NA,NA,56385,NA,NA
"Northwest University",NA,"Kirkland","WA","www.northwestu.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,27,0.8805,1204,1100,24,29,28,1040,1320,642,31650223,14935,15418,19757,25518,31535,54914,0.5798,0,0.873148934598767,9,1,10648,10648,49501,36035,36035
"Pacific Lutheran University","PLU","Tacoma","WA","www.plu.edu/",2,3,4,21,0,0,0,0,1,0,0,0,0,39,0.8053,1152,1260,21,27,25,990,1260,2350,31650223,13847,13035,18653,24898,29289,66990,0.5057,0,0.892961904944497,12,1,12446,12446,58249,50964,50964
"University of Puget Sound",NA,"Tacoma","WA","www.pugetsound.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.7628,1332,1260,27,31,29,1190,1390,1631,31650223,28409,29663,33336,37880,45996,69594,0.5993,0,1.05050238550667,10,1,15040,15040,49106,59900,59900
"Saint Martin's University",NA,"Lacey","WA","https://www.stmartin.edu/",2,3,4,13,0,0,0,0,1,0,0,0,0,30,0.7593,1057,1110,14,22,21,970,1180,1254,31650223,15233,20657,19090,25956,29720,62092,0.4109,2540,0.966530500154475,10,1,13980,11440,59389,44210,44210
"Seattle Pacific University","SPU","Seattle","WA","https://spu.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,64,0.9109,1191,1180,20,28,24,1050,1320,2073,31650223,19348,18024,23893,29476,32524,64506,0.4564,0,0.89424010849048,10,1,15498,15498,50945,38814,38814
"Seattle University","Seattle U","Seattle","WA","www.seattleu.edu/",2,3,4,11,0,0,0,0,1,0,0,0,0,30,0.7605,1266,1220,23,30,28,1130,1350,4117,31650223,23374,24900,30151,38105,42970,75272,0.6551,0,1.0758623935244,10,1,14748,14748,63134,54285,54285
"Walla Walla University","Walla Walla College","College Place","WA","https://www.wallawalla.edu/",2,3,4,23,0,0,0,0,0,0,0,0,0,95,NA,NA,NA,NA,NA,NA,NA,NA,1214,31650223,17833,17578,21728,25322,28840,61885,0.3994,0,1.00878084850726,13,1,10416,10416,49406,33027,33027
"Washington State University",NA,"Pullman","WA","https://wsu.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8536,NA,NA,NA,NA,NA,NA,NA,21583,31650223,NA,NA,NA,NA,NA,68905,0.4254,0,0.896367271220936,15,1,13131,13131,54957,12997,29073
"University of Washington-Seattle Campus","UW-Seattle, UDub, UW, Washington","Seattle","WA","https://www.washington.edu/",1,3,4,11,0,0,0,0,1,0,0,0,0,NA,0.4253,NA,NA,NA,NA,NA,NA,NA,31588,31650223,NA,NA,NA,NA,NA,78466,0.7089,0,0.908389166179534,20,1,17982,17982,62022,12643,41997
"Western Washington University","Western Washington State College|Western Washington College of Education","Bellingham","WA","wwu.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.9131,1235,1200,23,29,26,1110,1350,13574,31650223,NA,NA,NA,NA,NA,62569,0.4197,0,0.96057378830689,17,1,14915,14915,45376,9286,27853
"Whitman College",NA,"Walla Walla","WA","www.whitman.edu/",2,3,3,13,0,0,0,0,0,0,0,0,0,NA,0.4999,1365,1370,27,33,31,1270,1480,1523,31650223,19307,19724,28426,27829,47254,67589,0.6812,0,0.944244295762567,10,1,14640,14640,46711,61492,61492
"Whitworth University","Whitworth College","Spokane","WA","www.whitworth.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,103,0.8677,1212,1170,21,29,25,1100,1320,1927,31650223,16492,17727,20336,29657,33339,58561,0.6024,-2815,0.783263582898545,10,1,13700,16515,48798,50920,50920
"Appalachian Bible College","ABC","Mount Hope","WV","https://abc.edu/",2,3,4,23,0,0,0,0,0,0,0,0,0,54,0.9857,1068,1120,18,23,23,1030,1200,168,31650223,16089,16437,19260,3591,21851,37467,0.5758,2320,NA,8,1,9160,6840,NA,18230,18230
"Bethany College",NA,"Bethany","WV","www.bethanywv.edu/",2,3,4,41,0,0,0,0,0,0,0,0,0,61,0.6049,NA,990,NA,NA,22,NA,NA,642,31650223,9618,10220,14911,20457,23711,44512,0.3938,2447,0.743205204021289,12,1,12936,10489,35413,34816,34816
"Bluefield State University",NA,"Bluefield","WV","https://bluefieldstate.edu/",1,3,3,32,1,0,0,0,0,0,0,0,0,NA,0.8722,998,1000,17,22,20,870,1080,1231,31650223,NA,NA,NA,NA,NA,38217,0.2063,0,0.74620599802157,17,1,11327,11327,40372,10240,17560
"University of Charleston",NA,"Charleston","WV","www.ucwv.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.6453,NA,NA,NA,NA,NA,NA,NA,2083,31650223,20938,21646,21133,22526,23451,55774,0.3925,-238,0.820204336947456,15,1,11162,11400,42754,32842,32842
"Concord University",NA,"Athens","WV","https://www.concord.edu/",1,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.8965,980,1010,17,22,21,840,1080,1394,31650223,NA,NA,NA,NA,NA,42703,0.3239,0,0.830484292847896,15,1,12114,12114,32616,9700,20600
"Davis & Elkins College","Davis and Elkins College, D&E College, D&E","Elkins","WV","www.dewv.edu/",2,3,3,33,0,0,0,0,0,0,0,0,0,66,0.5823,985,NA,1,14,NA,880,1130,681,31650223,17780,15228,18783,22902,21729,43411,0.2983,1679,0.710920719774712,11,1,10425,8746,43308,31270,31270
